batting_team,bowling_team,overs,current_score,wickets,runs_last5,wickets_last5,final_score
Gujarat Titans,Mumbai Indians,13,110,1,63,0,156
Lucknow Super Giants,Sunrisers Hyderabad,10,85,1,45,1,163
Lucknow Super Giants,Kolkata Knight Riders,18,130,0,71,0,135
Royal Challengers Bangalore,Chennai Super Kings,18,171,2,41,0,176
Kolkata Knight Riders,Sunrisers Hyderabad,5,48,0,57,0,197
Gujarat Titans,Rajasthan Royals,15,118,3,51,1,144
Chennai Super Kings,Kolkata Knight Riders,5,29,0,27,0,142
Mumbai Indians,Royal Challengers Bangalore,12,97,1,60,1,186
Mumbai Indians,Delhi Capitals,9,82,2,45,0,203
Lucknow Super Giants,Punjab Kings,8,68,2,54,0,179
Lucknow Super Giants,Chennai Super Kings,6,38,0,47,0,152
Lucknow Super Giants,Rajasthan Royals,18,179,1,49,1,218
Chennai Super Kings,Lucknow Super Giants,15,135,2,58,1,178
Delhi Capitals,Chennai Super Kings,6,47,0,58,0,173
Sunrisers Hyderabad,Punjab Kings,19,173,1,51,1,187
Chennai Super Kings,Kolkata Knight Riders,8,75,2,53,1,156
Sunrisers Hyderabad,Kolkata Knight Riders,9,69,1,51,1,119
Kolkata Knight Riders,Delhi Capitals,6,45,1,67,0,157
Lucknow Super Giants,Rajasthan Royals,19,151,3,37,2,156
Rajasthan Royals,Royal Challengers Bangalore,19,163,1,50,1,175
Gujarat Titans,Rajasthan Royals,15,143,3,23,1,190
Delhi Capitals,Gujarat Titans,6,77,1,37,1,240
Chennai Super Kings,Mumbai Indians,11,92,0,55,0,167
Rajasthan Royals,Chennai Super Kings,12,99,1,47,0,164
Chennai Super Kings,Kolkata Knight Riders,16,101,2,35,0,117
Lucknow Super Giants,Sunrisers Hyderabad,18,121,3,42,1,138
Mumbai Indians,Gujarat Titans,13,77,0,28,0,143
Sunrisers Hyderabad,Gujarat Titans,10,81,1,61,1,146
Sunrisers Hyderabad,Chennai Super Kings,7,59,0,55,0,181
Punjab Kings,Lucknow Super Giants,9,87,2,31,0,199
Punjab Kings,Delhi Capitals,5,33,0,51,0,155
Rajasthan Royals,Lucknow Super Giants,7,56,0,34,0,175
Chennai Super Kings,Punjab Kings,15,154,3,56,0,199
Kolkata Knight Riders,Rajasthan Royals,10,92,1,16,0,200
Delhi Capitals,Mumbai Indians,17,137,2,60,1,160
Sunrisers Hyderabad,Delhi Capitals,18,180,0,48,0,192
Rajasthan Royals,Mumbai Indians,13,92,0,42,0,134
Delhi Capitals,Kolkata Knight Riders,18,103,2,42,0,123
Lucknow Super Giants,Royal Challengers Bangalore,10,104,3,45,3,202
Lucknow Super Giants,Royal Challengers Bangalore,13,76,1,27,0,145
Punjab Kings,Delhi Capitals,14,97,0,65,0,165
Rajasthan Royals,Gujarat Titans,5,62,0,63,0,205
Mumbai Indians,Kolkata Knight Riders,6,59,0,50,0,179
Lucknow Super Giants,Mumbai Indians,17,141,2,65,0,146
Rajasthan Royals,Royal Challengers Bangalore,18,126,2,28,0,135
Royal Challengers Bangalore,Lucknow Super Giants,11,83,2,68,1,144
Royal Challengers Bangalore,Rajasthan Royals,15,97,0,68,0,139
Chennai Super Kings,Sunrisers Hyderabad,18,136,0,53,0,141
Rajasthan Royals,Punjab Kings,10,88,0,35,0,175
Rajasthan Royals,Delhi Capitals,13,87,4,23,0,121
Chennai Super Kings,Sunrisers Hyderabad,18,150,3,43,0,182
Rajasthan Royals,Gujarat Titans,9,60,0,33,0,150
Rajasthan Royals,Lucknow Super Giants,13,115,4,34,2,184
Kolkata Knight Riders,Rajasthan Royals,13,124,1,75,0,199
Mumbai Indians,Royal Challengers Bangalore,8,73,0,47,0,185
Chennai Super Kings,Royal Challengers Bangalore,15,122,2,60,0,158
Rajasthan Royals,Punjab Kings,6,35,0,65,0,116
Rajasthan Royals,Kolkata Knight Riders,14,136,1,37,1,197
Gujarat Titans,Lucknow Super Giants,13,133,0,55,0,201
Kolkata Knight Riders,Mumbai Indians,11,109,0,48,0,193
Delhi Capitals,Punjab Kings,5,22,0,61,0,119
Sunrisers Hyderabad,Mumbai Indians,16,135,1,69,0,141
Sunrisers Hyderabad,Delhi Capitals,10,97,0,50,0,211
Sunrisers Hyderabad,Chennai Super Kings,9,95,1,49,1,214
Punjab Kings,Lucknow Super Giants,16,167,0,70,0,222
Kolkata Knight Riders,Gujarat Titans,19,170,7,48,0,175
Royal Challengers Bangalore,Rajasthan Royals,19,180,1,44,1,193
Mumbai Indians,Kolkata Knight Riders,12,95,0,28,0,151
Delhi Capitals,Royal Challengers Bangalore,16,110,4,39,1,152
Royal Challengers Bangalore,Chennai Super Kings,14,111,0,52,0,162
Lucknow Super Giants,Rajasthan Royals,15,149,5,28,0,189
Chennai Super Kings,Mumbai Indians,8,55,1,21,0,116
Chennai Super Kings,Gujarat Titans,6,35,0,53,0,132
Rajasthan Royals,Delhi Capitals,16,121,1,66,1,128
Gujarat Titans,Royal Challengers Bangalore,6,51,2,74,2,141
Chennai Super Kings,Delhi Capitals,8,65,1,25,0,168
Rajasthan Royals,Sunrisers Hyderabad,6,49,0,41,0,167
Rajasthan Royals,Delhi Capitals,7,72,1,71,1,191
Kolkata Knight Riders,Punjab Kings,15,142,2,39,2,182
Delhi Capitals,Sunrisers Hyderabad,12,115,3,61,1,209
Royal Challengers Bangalore,Lucknow Super Giants,19,150,1,55,1,162
Rajasthan Royals,Punjab Kings,18,160,1,52,0,172
Sunrisers Hyderabad,Kolkata Knight Riders,14,109,2,57,1,159
Royal Challengers Bangalore,Rajasthan Royals,17,163,1,56,0,184
Gujarat Titans,Kolkata Knight Riders,11,98,1,32,0,175
Punjab Kings,Rajasthan Royals,10,69,2,31,1,127
Sunrisers Hyderabad,Chennai Super Kings,5,44,0,38,0,170
Chennai Super Kings,Royal Challengers Bangalore,16,134,0,42,0,147
Kolkata Knight Riders,Sunrisers Hyderabad,18,178,3,39,0,201
Delhi Capitals,Sunrisers Hyderabad,14,98,1,63,1,135
Delhi Capitals,Sunrisers Hyderabad,5,41,0,54,0,160
Gujarat Titans,Royal Challengers Bangalore,19,169,2,58,1,195
Gujarat Titans,Lucknow Super Giants,6,50,0,36,0,223
Chennai Super Kings,Punjab Kings,5,31,1,28,0,173
Royal Challengers Bangalore,Delhi Capitals,19,177,1,21,1,196
Mumbai Indians,Lucknow Super Giants,17,125,1,35,0,146
Royal Challengers Bangalore,Punjab Kings,10,83,1,64,0,169
Lucknow Super Giants,Gujarat Titans,11,108,2,36,1,195
Royal Challengers Bangalore,Kolkata Knight Riders,9,80,0,20,0,176
Punjab Kings,Mumbai Indians,14,146,0,61,0,205
Kolkata Knight Riders,Sunrisers Hyderabad,13,108,3,33,3,164
Mumbai Indians,Rajasthan Royals,5,34,1,51,1,173
Gujarat Titans,Rajasthan Royals,15,122,1,19,1,164
Lucknow Super Giants,Chennai Super Kings,5,41,0,24,0,171
Royal Challengers Bangalore,Kolkata Knight Riders,8,52,0,64,0,128
Rajasthan Royals,Royal Challengers Bangalore,19,150,4,36,1,156
Sunrisers Hyderabad,Chennai Super Kings,11,94,0,23,0,190
Rajasthan Royals,Delhi Capitals,16,141,4,59,1,189
Kolkata Knight Riders,Punjab Kings,17,127,2,65,2,153
Gujarat Titans,Punjab Kings,11,89,0,42,0,155
Lucknow Super Giants,Royal Challengers Bangalore,7,54,0,36,0,169
Delhi Capitals,Punjab Kings,8,55,1,40,0,120
Punjab Kings,Gujarat Titans,14,108,0,59,0,145
Rajasthan Royals,Delhi Capitals,10,57,1,35,0,122
Punjab Kings,Gujarat Titans,13,104,0,58,0,187
Delhi Capitals,Punjab Kings,13,70,0,54,0,107
Delhi Capitals,Mumbai Indians,11,82,2,44,1,176
Lucknow Super Giants,Royal Challengers Bangalore,17,156,2,46,0,181
Punjab Kings,Gujarat Titans,12,96,2,55,0,158
Gujarat Titans,Kolkata Knight Riders,12,83,0,53,0,133
Sunrisers Hyderabad,Lucknow Super Giants,16,114,2,58,1,132
Punjab Kings,Delhi Capitals,16,117,2,23,0,148
Delhi Capitals,Chennai Super Kings,7,42,0,26,0,167
Chennai Super Kings,Punjab Kings,12,68,1,70,1,116
Kolkata Knight Riders,Rajasthan Royals,14,110,0,35,0,146
Kolkata Knight Riders,Punjab Kings,19,162,1,65,1,174
Kolkata Knight Riders,Lucknow Super Giants,13,118,1,44,1,178
Punjab Kings,Rajasthan Royals,18,156,0,60,0,180
Punjab Kings,Royal Challengers Bangalore,5,50,0,67,0,194
Punjab Kings,Chennai Super Kings,12,107,0,64,0,192
Lucknow Super Giants,Royal Challengers Bangalore,19,134,0,37,0,156
Chennai Super Kings,Lucknow Super Giants,9,85,0,63,0,203
Lucknow Super Giants,Kolkata Knight Riders,19,110,6,70,0,115
Delhi Capitals,Rajasthan Royals,15,134,4,53,2,176
Delhi Capitals,Mumbai Indians,19,162,5,28,0,167
Chennai Super Kings,Gujarat Titans,10,67,1,58,0,165
Royal Challengers Bangalore,Punjab Kings,5,44,0,55,0,182
Delhi Capitals,Lucknow Super Giants,7,53,0,64,0,160
Royal Challengers Bangalore,Punjab Kings,16,118,1,62,1,158
Lucknow Super Giants,Gujarat Titans,19,156,1,69,1,165
Kolkata Knight Riders,Mumbai Indians,6,47,0,33,0,149
Delhi Capitals,Mumbai Indians,15,127,2,55,1,157
Gujarat Titans,Royal Challengers Bangalore,18,149,1,68,1,160
Punjab Kings,Chennai Super Kings,14,147,2,44,1,228
Gujarat Titans,Lucknow Super Giants,9,53,0,38,0,143
Chennai Super Kings,Punjab Kings,8,41,1,45,0,123
Punjab Kings,Delhi Capitals,17,167,0,52,0,195
Chennai Super Kings,Mumbai Indians,15,105,1,53,1,127
Sunrisers Hyderabad,Gujarat Titans,12,81,0,51,0,142
Kolkata Knight Riders,Delhi Capitals,10,102,0,27,0,210
Chennai Super Kings,Rajasthan Royals,13,78,1,30,1,113
Rajasthan Royals,Kolkata Knight Riders,5,37,0,38,0,163
Punjab Kings,Chennai Super Kings,14,100,1,60,0,136
Punjab Kings,Kolkata Knight Riders,14,122,4,59,0,160
Sunrisers Hyderabad,Mumbai Indians,17,111,0,28,0,117
Mumbai Indians,Rajasthan Royals,14,106,2,59,0,178
Rajasthan Royals,Chennai Super Kings,14,139,4,64,0,207
Kolkata Knight Riders,Gujarat Titans,10,108,1,64,1,220
Lucknow Super Giants,Delhi Capitals,18,124,0,46,0,129
Punjab Kings,Lucknow Super Giants,6,57,0,20,0,215
Mumbai Indians,Delhi Capitals,15,111,2,75,0,175
Kolkata Knight Riders,Punjab Kings,18,132,0,61,0,143
Chennai Super Kings,Kolkata Knight Riders,6,51,0,24,0,190
Royal Challengers Bangalore,Sunrisers Hyderabad,6,51,0,41,0,125
Punjab Kings,Rajasthan Royals,13,103,0,58,0,151
Sunrisers Hyderabad,Kolkata Knight Riders,7,57,1,33,0,143
Gujarat Titans,Sunrisers Hyderabad,18,147,4,34,0,175
Rajasthan Royals,Gujarat Titans,16,122,2,67,0,146
Kolkata Knight Riders,Punjab Kings,15,100,6,43,1,147
Delhi Capitals,Rajasthan Royals,17,136,1,35,0,156
Lucknow Super Giants,Chennai Super Kings,15,126,4,52,0,186
Punjab Kings,Kolkata Knight Riders,14,95,0,47,0,125
Kolkata Knight Riders,Royal Challengers Bangalore,6,59,1,72,0,175
Gujarat Titans,Punjab Kings,10,86,1,23,1,166
Chennai Super Kings,Lucknow Super Giants,16,156,4,62,0,200
Punjab Kings,Gujarat Titans,12,74,0,84,0,131
Chennai Super Kings,Rajasthan Royals,11,90,1,42,0,156
Punjab Kings,Delhi Capitals,7,52,1,36,1,179
Gujarat Titans,Mumbai Indians,11,94,0,41,0,163
Gujarat Titans,Rajasthan Royals,8,82,0,32,0,179
Mumbai Indians,Lucknow Super Giants,15,104,0,39,0,127
Mumbai Indians,Kolkata Knight Riders,16,133,3,70,2,183
Kolkata Knight Riders,Gujarat Titans,10,63,0,34,0,156
Sunrisers Hyderabad,Mumbai Indians,16,104,0,58,0,131
Mumbai Indians,Punjab Kings,6,33,0,60,0,120
Sunrisers Hyderabad,Kolkata Knight Riders,19,184,4,31,1,189
Gujarat Titans,Lucknow Super Giants,14,113,2,65,1,179
Punjab Kings,Kolkata Knight Riders,6,38,0,52,0,166
Delhi Capitals,Sunrisers Hyderabad,15,124,4,42,0,156
Mumbai Indians,Delhi Capitals,6,47,1,66,1,156
Punjab Kings,Gujarat Titans,7,68,0,57,0,184
Rajasthan Royals,Delhi Capitals,17,183,1,42,1,201
Sunrisers Hyderabad,Punjab Kings,10,94,1,38,1,159
Rajasthan Royals,Sunrisers Hyderabad,16,110,1,61,0,141
Punjab Kings,Royal Challengers Bangalore,13,88,0,52,0,156
Sunrisers Hyderabad,Delhi Capitals,12,108,1,59,1,169
Delhi Capitals,Sunrisers Hyderabad,6,48,0,60,0,148
Chennai Super Kings,Rajasthan Royals,13,119,2,61,2,198
Delhi Capitals,Kolkata Knight Riders,5,49,0,36,0,186
Delhi Capitals,Punjab Kings,11,71,0,46,0,156
Kolkata Knight Riders,Royal Challengers Bangalore,11,67,1,46,0,127
Mumbai Indians,Punjab Kings,10,73,1,62,0,135
Rajasthan Royals,Sunrisers Hyderabad,17,169,2,55,1,190
Royal Challengers Bangalore,Mumbai Indians,15,154,2,34,1,206
Sunrisers Hyderabad,Chennai Super Kings,5,29,1,50,1,149
Delhi Capitals,Royal Challengers Bangalore,19,161,2,50,1,166
Royal Challengers Bangalore,Chennai Super Kings,11,75,1,46,1,140
Rajasthan Royals,Mumbai Indians,15,109,0,35,0,114
Delhi Capitals,Punjab Kings,12,84,1,32,0,120
Lucknow Super Giants,Gujarat Titans,18,126,2,39,0,155
Gujarat Titans,Mumbai Indians,9,65,1,42,1,163
Royal Challengers Bangalore,Sunrisers Hyderabad,6,58,0,43,0,178
Lucknow Super Giants,Delhi Capitals,13,81,1,32,1,123
Rajasthan Royals,Chennai Super Kings,11,69,0,34,0,134
Punjab Kings,Mumbai Indians,19,150,1,57,0,155
Kolkata Knight Riders,Delhi Capitals,7,64,1,47,0,189
Chennai Super Kings,Rajasthan Royals,18,128,3,33,3,140
Punjab Kings,Lucknow Super Giants,17,126,5,46,1,152
Mumbai Indians,Lucknow Super Giants,16,128,0,48,0,168
Sunrisers Hyderabad,Rajasthan Royals,10,69,0,62,0,158
Sunrisers Hyderabad,Gujarat Titans,10,65,1,41,1,154
Royal Challengers Bangalore,Rajasthan Royals,19,126,4,26,0,133
Delhi Capitals,Punjab Kings,5,41,1,53,0,204
Gujarat Titans,Mumbai Indians,12,95,1,45,1,136
Gujarat Titans,Delhi Capitals,5,29,0,56,0,159
Mumbai Indians,Kolkata Knight Riders,7,49,1,35,1,146
Mumbai Indians,Sunrisers Hyderabad,9,61,0,41,0,157
Rajasthan Royals,Lucknow Super Giants,8,54,2,34,0,128
Lucknow Super Giants,Kolkata Knight Riders,14,144,3,21,0,194
Delhi Capitals,Gujarat Titans,12,108,2,25,2,197
Rajasthan Royals,Punjab Kings,9,65,1,29,0,139
Royal Challengers Bangalore,Chennai Super Kings,19,153,0,37,0,158
Punjab Kings,Mumbai Indians,18,143,2,27,1,178
Kolkata Knight Riders,Punjab Kings,18,162,5,37,0,167
Sunrisers Hyderabad,Delhi Capitals,6,53,0,73,0,198
Chennai Super Kings,Rajasthan Royals,7,57,0,24,0,148
Mumbai Indians,Kolkata Knight Riders,5,37,0,53,0,173
Lucknow Super Giants,Royal Challengers Bangalore,16,121,0,60,0,134
Lucknow Super Giants,Chennai Super Kings,19,166,3,61,0,192
Lucknow Super Giants,Gujarat Titans,15,106,2,59,0,145
Lucknow Super Giants,Kolkata Knight Riders,18,166,1,50,1,171
Delhi Capitals,Kolkata Knight Riders,9,59,1,48,1,150
Rajasthan Royals,Punjab Kings,11,79,0,52,0,153
Kolkata Knight Riders,Sunrisers Hyderabad,19,169,1,36,1,184
Punjab Kings,Delhi Capitals,18,122,0,43,0,148
Rajasthan Royals,Gujarat Titans,12,108,2,47,1,169
Delhi Capitals,Mumbai Indians,13,118,1,44,1,187
Rajasthan Royals,Royal Challengers Bangalore,11,98,1,56,1,208
Delhi Capitals,Mumbai Indians,19,175,4,53,0,187
Gujarat Titans,Punjab Kings,16,117,4,52,0,139
Chennai Super Kings,Delhi Capitals,18,101,3,38,0,106
Mumbai Indians,Punjab Kings,15,147,1,50,0,192
Rajasthan Royals,Mumbai Indians,11,76,0,61,0,151
Kolkata Knight Riders,Mumbai Indians,16,118,2,68,0,176
Punjab Kings,Rajasthan Royals,12,98,2,61,1,145
Delhi Capitals,Royal Challengers Bangalore,7,58,1,64,0,160
Punjab Kings,Mumbai Indians,16,123,0,48,0,139
Chennai Super Kings,Lucknow Super Giants,11,65,2,58,1,151
Royal Challengers Bangalore,Delhi Capitals,13,110,0,30,0,182
Kolkata Knight Riders,Sunrisers Hyderabad,18,137,0,25,0,142
Lucknow Super Giants,Sunrisers Hyderabad,9,73,0,58,0,137
Chennai Super Kings,Rajasthan Royals,18,123,0,28,0,148
Gujarat Titans,Chennai Super Kings,10,88,2,38,1,155
Punjab Kings,Delhi Capitals,18,126,4,21,2,142
Punjab Kings,Sunrisers Hyderabad,17,119,0,31,0,131
Royal Challengers Bangalore,Rajasthan Royals,17,138,0,26,0,143
Kolkata Knight Riders,Sunrisers Hyderabad,6,51,0,64,0,163
Punjab Kings,Royal Challengers Bangalore,10,81,1,52,1,125
Delhi Capitals,Sunrisers Hyderabad,15,131,0,31,0,138
Punjab Kings,Lucknow Super Giants,8,73,0,58,0,179
Punjab Kings,Delhi Capitals,8,52,0,47,0,156
Royal Challengers Bangalore,Chennai Super Kings,14,84,2,46,0,119
Rajasthan Royals,Delhi Capitals,15,100,3,42,0,171
Lucknow Super Giants,Punjab Kings,19,115,6,40,3,120
Kolkata Knight Riders,Rajasthan Royals,10,90,0,37,0,189
Royal Challengers Bangalore,Rajasthan Royals,5,37,0,36,0,128
Sunrisers Hyderabad,Punjab Kings,15,110,1,22,1,156
Rajasthan Royals,Sunrisers Hyderabad,18,147,1,28,0,152
Delhi Capitals,Punjab Kings,13,113,0,62,0,165
Punjab Kings,Rajasthan Royals,8,74,0,62,0,207
Chennai Super Kings,Sunrisers Hyderabad,19,168,2,56,1,173
Rajasthan Royals,Mumbai Indians,19,203,1,45,0,208
Rajasthan Royals,Royal Challengers Bangalore,16,123,1,46,1,141
Lucknow Super Giants,Chennai Super Kings,7,59,1,26,1,184
Chennai Super Kings,Sunrisers Hyderabad,5,51,0,36,0,193
Mumbai Indians,Rajasthan Royals,15,126,0,52,0,191
Kolkata Knight Riders,Mumbai Indians,5,25,0,27,0,112
Punjab Kings,Mumbai Indians,12,71,2,28,1,119
Delhi Capitals,Kolkata Knight Riders,9,79,1,55,0,153
Delhi Capitals,Gujarat Titans,8,61,0,60,0,151
Delhi Capitals,Chennai Super Kings,14,94,4,64,1,117
Punjab Kings,Rajasthan Royals,16,130,0,19,0,145
Gujarat Titans,Chennai Super Kings,11,106,0,36,0,210
Rajasthan Royals,Lucknow Super Giants,8,83,1,34,1,215
Gujarat Titans,Delhi Capitals,16,153,1,30,1,195
Royal Challengers Bangalore,Kolkata Knight Riders,17,119,2,56,0,148
Lucknow Super Giants,Kolkata Knight Riders,5,42,0,52,0,174
Royal Challengers Bangalore,Delhi Capitals,19,126,1,34,0,131
Delhi Capitals,Mumbai Indians,6,48,0,22,0,155
Royal Challengers Bangalore,Gujarat Titans,17,131,2,66,1,156
Delhi Capitals,Kolkata Knight Riders,10,97,1,23,0,175
Punjab Kings,Sunrisers Hyderabad,18,147,5,70,2,155
Rajasthan Royals,Chennai Super Kings,8,64,1,52,1,161
Gujarat Titans,Lucknow Super Giants,18,146,4,40,0,151
Kolkata Knight Riders,Delhi Capitals,10,87,0,37,0,193
Mumbai Indians,Kolkata Knight Riders,10,89,2,62,0,151
Sunrisers Hyderabad,Punjab Kings,16,158,1,38,1,218
Lucknow Super Giants,Sunrisers Hyderabad,11,108,0,53,0,206
Kolkata Knight Riders,Rajasthan Royals,8,76,0,26,0,185
Kolkata Knight Riders,Mumbai Indians,9,42,0,41,0,96
Kolkata Knight Riders,Royal Challengers Bangalore,14,91,2,42,0,127
Kolkata Knight Riders,Sunrisers Hyderabad,14,138,2,30,0,169
Kolkata Knight Riders,Delhi Capitals,10,74,0,33,0,156
Lucknow Super Giants,Delhi Capitals,10,90,0,69,0,169
Delhi Capitals,Rajasthan Royals,18,138,0,37,0,148
Rajasthan Royals,Lucknow Super Giants,11,94,0,27,0,208
Sunrisers Hyderabad,Lucknow Super Giants,19,189,3,64,0,194
Royal Challengers Bangalore,Punjab Kings,10,67,2,48,2,134
Sunrisers Hyderabad,Chennai Super Kings,17,142,3,60,0,165
Chennai Super Kings,Gujarat Titans,11,110,0,48,0,194
Sunrisers Hyderabad,Gujarat Titans,12,72,0,34,0,149
Gujarat Titans,Rajasthan Royals,5,35,0,50,0,131
Sunrisers Hyderabad,Gujarat Titans,11,85,2,38,0,147
Mumbai Indians,Gujarat Titans,5,34,0,24,0,123
Lucknow Super Giants,Mumbai Indians,9,81,0,57,0,148
Punjab Kings,Kolkata Knight Riders,16,112,1,54,1,135
Rajasthan Royals,Lucknow Super Giants,9,74,2,36,1,168
Kolkata Knight Riders,Royal Challengers Bangalore,6,42,0,36,0,134
Mumbai Indians,Sunrisers Hyderabad,5,55,0,36,0,205
Punjab Kings,Sunrisers Hyderabad,8,73,0,46,0,168
Punjab Kings,Lucknow Super Giants,9,70,1,52,0,169
Delhi Capitals,Punjab Kings,13,103,2,44,0,134
Gujarat Titans,Lucknow Super Giants,16,170,0,36,0,226
Punjab Kings,Rajasthan Royals,19,140,1,53,1,164
Lucknow Super Giants,Royal Challengers Bangalore,8,83,1,38,0,187
Mumbai Indians,Sunrisers Hyderabad,19,160,2,38,0,167
Royal Challengers Bangalore,Sunrisers Hyderabad,9,54,1,62,1,145
Lucknow Super Giants,Kolkata Knight Riders,16,116,0,34,0,176
Lucknow Super Giants,Kolkata Knight Riders,16,106,0,32,0,139
Gujarat Titans,Royal Challengers Bangalore,6,46,0,22,0,163
Mumbai Indians,Lucknow Super Giants,6,44,1,66,1,160
Kolkata Knight Riders,Sunrisers Hyderabad,6,35,1,64,0,137
Delhi Capitals,Royal Challengers Bangalore,8,87,1,35,0,207
Chennai Super Kings,Lucknow Super Giants,17,125,2,47,1,142
Gujarat Titans,Mumbai Indians,14,104,2,37,1,165
Chennai Super Kings,Sunrisers Hyderabad,5,40,1,29,1,132
Mumbai Indians,Lucknow Super Giants,13,105,2,51,0,155
Sunrisers Hyderabad,Rajasthan Royals,13,96,0,44,0,162
Delhi Capitals,Gujarat Titans,15,84,6,26,0,100
Sunrisers Hyderabad,Chennai Super Kings,18,169,5,42,3,177
Delhi Capitals,Chennai Super Kings,9,56,1,61,1,116
Mumbai Indians,Sunrisers Hyderabad,10,65,0,30,0,106
Sunrisers Hyderabad,Kolkata Knight Riders,6,66,0,61,0,238
Delhi Capitals,Rajasthan Royals,16,125,0,56,0,141
Kolkata Knight Riders,Lucknow Super Giants,7,43,0,61,0,156
Sunrisers Hyderabad,Punjab Kings,7,84,1,25,1,231
Rajasthan Royals,Delhi Capitals,12,95,3,53,0,138
Chennai Super Kings,Kolkata Knight Riders,18,194,3,37,0,224
Delhi Capitals,Rajasthan Royals,17,139,0,22,0,157
Gujarat Titans,Punjab Kings,16,141,1,43,1,186
Royal Challengers Bangalore,Punjab Kings,15,119,0,54,0,152
Lucknow Super Giants,Punjab Kings,18,195,1,42,1,222
Lucknow Super Giants,Mumbai Indians,7,53,0,47,0,161
Lucknow Super Giants,Punjab Kings,8,82,0,49,0,165
Rajasthan Royals,Lucknow Super Giants,19,131,3,31,0,136
Mumbai Indians,Rajasthan Royals,17,118,2,58,0,162
Rajasthan Royals,Sunrisers Hyderabad,14,115,2,60,0,158
Delhi Capitals,Chennai Super Kings,17,170,1,16,1,220
Kolkata Knight Riders,Lucknow Super Giants,5,54,0,31,0,230
Sunrisers Hyderabad,Chennai Super Kings,8,75,0,44,0,210
Punjab Kings,Lucknow Super Giants,10,70,0,26,0,144
Gujarat Titans,Delhi Capitals,13,105,0,53,0,169
Punjab Kings,Rajasthan Royals,16,135,2,71,1,171
Gujarat Titans,Delhi Capitals,8,59,2,66,0,127
Rajasthan Royals,Punjab Kings,19,163,0,34,0,168
Chennai Super Kings,Punjab Kings,8,72,0,43,0,201
Gujarat Titans,Lucknow Super Giants,6,66,1,55,0,215
Sunrisers Hyderabad,Rajasthan Royals,6,35,0,41,0,129
Sunrisers Hyderabad,Chennai Super Kings,14,123,0,58,0,166
Lucknow Super Giants,Kolkata Knight Riders,15,125,2,55,0,174
Mumbai Indians,Gujarat Titans,13,116,1,44,1,186
Sunrisers Hyderabad,Punjab Kings,16,132,5,53,1,139
Rajasthan Royals,Gujarat Titans,16,86,0,48,0,135
Mumbai Indians,Rajasthan Royals,18,130,4,37,0,136
Rajasthan Royals,Gujarat Titans,5,38,1,51,1,195
Lucknow Super Giants,Delhi Capitals,15,80,1,43,0,121
Mumbai Indians,Royal Challengers Bangalore,13,119,1,36,0,199
Royal Challengers Bangalore,Punjab Kings,13,78,2,37,0,122
Royal Challengers Bangalore,Mumbai Indians,17,135,5,45,2,165
Kolkata Knight Riders,Mumbai Indians,10,65,0,46,0,162
Delhi Capitals,Chennai Super Kings,14,109,4,27,2,163
Mumbai Indians,Chennai Super Kings,10,94,0,64,0,195
Chennai Super Kings,Royal Challengers Bangalore,18,164,1,67,1,190
Royal Challengers Bangalore,Lucknow Super Giants,7,52,0,51,0,170
Rajasthan Royals,Gujarat Titans,6,59,1,56,0,167
Punjab Kings,Kolkata Knight Riders,6,39,1,40,1,140
Chennai Super Kings,Delhi Capitals,6,37,1,53,0,178
Delhi Capitals,Mumbai Indians,12,109,2,58,0,195
Mumbai Indians,Punjab Kings,18,138,1,22,1,154
Delhi Capitals,Chennai Super Kings,17,161,0,24,0,166
Lucknow Super Giants,Sunrisers Hyderabad,8,55,2,50,1,159
Lucknow Super Giants,Mumbai Indians,8,54,0,50,0,124
Gujarat Titans,Rajasthan Royals,10,92,1,29,0,180
Gujarat Titans,Rajasthan Royals,18,173,1,35,0,213
Chennai Super Kings,Sunrisers Hyderabad,5,34,0,31,0,157
Chennai Super Kings,Delhi Capitals,13,92,2,67,0,141
